review_keyword_id,sview_cd,keyword_cd
270,67,9
271,67,5
272,67,2
273,67,3
274,68,4
275,68,6
276,68,5
277,69,8
278,69,9
279,69,5
280,70,9
281,70,1
282,70,5
283,70,6
284,70,10
285,71,5
286,71,2
287,71,9
288,72,9
289,72,3
290,72,5
291,72,10
292,72,8
293,73,6
294,73,4
295,73,5
296,74,8
297,74,5
298,74,1
299,74,10
300,74,6
301,75,5
302,75,1
303,75,9
304,75,3
305,76,5
306,76,3
307,76,8
308,77,7
309,77,9
310,77,1
311,77,8
312,77,10
313,78,3
314,78,9
315,78,1
316,78,7
317,78,10
318,79,9
319,79,3
320,79,7
321,79,2
322,79,1
323,80,6
324,80,1
325,80,10
326,80,2
327,81,4
328,81,2
329,81,6
330,81,7
331,81,5
332,82,10
333,82,3
334,82,4
335,82,7
336,83,3
337,83,7
338,83,1
339,84,6
340,84,7
341,84,4
342,85,3
343,85,2
344,85,7
345,85,8
346,86,8
347,86,4
348,86,9
349,87,6
350,87,5
351,87,4
352,87,2
353,88,4
354,88,7
355,88,6
356,89,2
357,89,5
358,89,6
359,89,8
360,90,7
361,90,9
362,90,6
363,90,1
364,90,10
365,91,3
366,91,5
367,91,1
368,91,8
369,92,7
370,92,6
371,92,9
372,92,4
373,92,5
374,93,2
375,93,7
376,93,4
377,93,3
378,93,1
379,94,7
380,94,1
381,94,4
382,94,3
383,94,8
384,95,6
385,95,10
386,95,2
387,96,5
388,96,9
389,96,10
390,96,6
391,96,4
392,97,7
393,97,5
394,97,3
395,97,2
396,98,7
397,98,3
398,98,5
399,98,4
400,99,1
401,99,5
402,99,9
403,99,2
404,99,4
405,100,10
406,100,6
407,100,8
408,100,4
409,100,7
410,101,4
411,101,9
412,101,8
413,101,7
414,101,6
415,102,2
416,102,5
417,102,6
418,103,4
419,103,5
420,103,10
421,104,3
422,104,1
423,104,9
424,105,8
425,105,2
426,105,10
427,106,10
428,106,4
429,106,7
430,106,9
431,107,4
432,107,3
433,107,1
434,107,7
435,108,7
436,108,4
437,108,3
438,109,9
439,109,8
440,109,1
441,109,5
442,109,2
443,110,8
444,110,3
445,110,10
446,111,9
447,111,10
448,111,6
449,111,7
450,111,4
451,112,9
452,112,7
453,112,8
454,112,2
455,112,6
456,113,8
457,113,5
458,113,4
459,113,7
460,114,5
461,114,9
462,114,8
463,114,6
464,114,2
465,115,8
466,115,2
467,115,5
468,115,9
469,116,6
470,116,10
471,116,2
472,116,8
473,117,4
474,117,7
475,117,3
476,118,4
477,118,2
478,118,7
479,118,10
480,118,3
481,119,8
482,119,7
483,119,1
484,119,2
485,119,4
486,120,10
487,120,1
488,120,7
489,120,4
490,121,6
491,121,5
492,121,7
493,122,9
494,122,10
495,122,4
496,122,8
497,123,5
498,123,7
499,123,8
500,124,7
501,124,6
502,124,10
503,125,3
504,125,8
505,125,10
506,125,5
507,125,7
508,126,7
509,126,1
510,126,2
511,127,7
512,127,3
513,127,8
514,127,2
515,127,1
516,128,7
517,128,6
518,128,4
519,128,8
520,129,6
521,129,7
522,129,5
523,129,9
524,130,5
525,130,2
526,130,8
527,130,1
528,131,9
529,131,1
530,131,6
531,131,2
532,131,8
533,132,1
534,132,10
535,132,4
536,133,1
537,133,3
538,133,4
539,134,8
540,134,2
541,134,4
542,135,5
543,135,6
544,135,3
545,135,10
546,136,2
547,136,3
548,136,5
549,136,1
550,136,8
551,137,5
552,137,7
553,137,9
554,138,4
555,138,2
556,138,10
557,138,1
558,138,6
559,139,10
560,139,2
561,139,1
562,139,3
563,140,7
564,140,6
565,140,2
566,140,5
567,140,9
568,141,1
569,141,7
570,141,8
571,141,10
572,142,6
573,142,8
574,142,3
575,142,4
576,143,9
577,143,5
578,143,8
579,144,7
580,144,5
581,144,6
582,144,10
583,145,2
584,145,5
585,145,8
586,146,8
587,146,7
588,146,6
589,147,8
590,147,6
591,147,3
592,148,4
593,148,6
594,148,5
595,148,3
596,149,10
597,149,5
598,149,1
599,149,9
600,150,2
601,150,4
602,150,7
603,151,9
604,151,4
605,151,8
606,151,6
607,152,8
608,152,10
609,152,1
610,152,9
611,152,3
612,153,7
613,153,4
614,153,5
615,154,10
616,154,6
617,154,8
618,154,5
619,154,7
620,155,7
621,155,9
622,155,6
623,155,3
624,156,8
625,156,5
626,156,9
627,156,3
628,156,2
629,157,4
630,157,6
631,157,2
632,158,9
633,158,3
634,158,4
635,158,2
636,158,6
637,159,5
638,159,9
639,159,10
640,159,1
641,160,5
642,160,4
643,160,6
644,161,5
645,161,1
646,161,3
647,162,1
648,162,10
649,162,5
650,162,6
651,163,8
652,163,2
653,163,1
654,164,5
655,164,8
656,164,9
657,164,4
658,164,3
659,165,1
660,165,5
661,165,8
662,166,2
663,166,7
664,166,8
665,167,10
666,167,1
667,167,3
668,168,10
669,168,5
670,168,2
671,169,2
672,169,9
673,169,7
674,170,10
675,170,4
676,170,7
677,170,9
678,170,8
679,171,10
680,171,7
681,171,5
682,171,8
683,172,1
684,172,2
685,172,4
686,172,6
687,172,9
688,173,2
689,173,3
690,173,4
691,173,10
692,174,2
693,174,3
694,174,1
695,174,4
696,174,7
697,175,10
698,175,8
699,175,5
700,175,1
701,175,2
702,176,5
703,176,8
704,176,2
705,176,6
706,177,5
707,177,4
708,177,7
709,178,9
710,178,4
711,178,3
712,179,3
713,179,2
714,179,1
715,179,9
716,180,10
717,180,5
718,180,8
719,180,1
720,181,5
721,181,7
722,181,10
723,181,8
724,182,8
725,182,10
726,182,2
727,182,5
728,182,1
729,183,6
730,183,5
731,183,1
732,183,8
733,184,10
734,184,1
735,184,5
736,185,1
737,185,3
738,185,8
739,185,5
740,185,6
741,186,5
742,186,3
743,186,7
744,186,6
745,187,2
746,187,8
747,187,6
748,187,4
749,188,6
750,188,2
751,188,3
752,188,8
753,189,8
754,189,5
755,189,7
756,189,10
757,190,1
758,190,8
759,190,2
760,190,3
761,190,7
762,191,2
763,191,7
764,191,1
765,191,6
766,192,8
767,192,7
768,192,1
769,192,2
770,192,5
771,193,10
772,193,8
773,193,9
774,193,7
775,194,4
776,194,5
777,194,3
778,195,8
779,195,10
780,195,2
781,195,1
782,196,10
783,196,4
784,196,3
785,196,8
786,196,5
787,197,9
788,197,7
789,197,2
790,198,2
791,198,8
792,198,10
793,199,3
794,199,8
795,199,5
796,199,9
797,199,6
798,200,7
799,200,8
800,200,9
801,200,2
802,201,9
803,201,3
804,201,7
805,201,2
806,202,9
807,202,3
808,202,2
809,202,10
810,202,4
811,203,9
812,203,5
813,203,1
814,203,3
815,204,5
816,204,8
817,204,3
818,204,4
819,204,10
820,205,6
821,205,10
822,205,7
823,205,4
824,206,4
825,206,10
826,206,7
827,206,2
828,207,1
829,207,6
830,207,8
831,207,9
832,208,7
833,208,3
834,208,8
835,208,1
836,209,9
837,209,6
838,209,2
839,210,2
840,210,9
841,210,8
842,210,1
843,211,3
844,211,7
845,211,10
846,211,1
847,211,4
848,212,6
849,212,7
850,212,2
851,212,9
852,213,9
853,213,7
854,213,6
855,213,8
856,214,8
857,214,9
858,214,1
859,214,5
860,214,10
861,215,5
862,215,4
863,215,2
864,216,2
865,216,10
866,216,8
867,216,9
868,217,5
869,217,1
870,217,9
871,217,3
872,217,8
873,218,6
874,218,10
875,218,7
876,218,2
877,219,9
878,219,7
879,219,3
880,220,3
881,220,2
882,220,7
883,221,4
884,221,8
885,221,3
886,221,2
887,221,10
888,222,5
889,222,8
890,222,10
891,222,6
892,222,1
893,223,5
894,223,9
895,223,3
896,223,1
897,224,6
898,224,5
899,224,7
900,224,10
901,225,8
902,225,5
903,225,4
904,225,10
905,226,2
906,226,4
907,226,7
908,226,5
909,227,10
910,227,5
911,227,9
912,227,1
913,228,7
914,228,5
915,228,1
916,228,9
917,228,6
918,229,1
919,229,8
920,229,5
921,229,7
922,229,2
923,230,6
924,230,4
925,230,9
926,230,5
927,230,3
928,231,3
929,231,2
930,231,1
931,231,10
932,231,4
933,232,10
934,232,6
935,232,3
936,233,5
937,233,6
938,233,7
939,234,4
940,234,3
941,234,6
942,235,9
943,235,5
944,235,3
945,235,8
946,235,4
947,236,6
948,236,2
949,236,8
950,236,1
951,237,4
952,237,7
953,237,6
954,238,7
955,238,1
956,238,5
957,239,2
958,239,8
959,239,6
960,239,9
961,239,7
962,240,5
963,240,7
964,240,6
965,240,1
966,240,8
967,241,8
968,241,1
969,241,6
970,242,4
971,242,2
972,242,8
973,242,6
974,242,3
975,243,7
976,243,2
977,243,3
978,243,1
979,243,10
980,244,8
981,244,2
982,244,9
983,244,10
984,245,3
985,245,7
986,245,8
987,245,10
988,245,6
989,246,9
990,246,7
991,246,3
992,246,4
993,246,6
994,247,8
995,247,7
996,247,5
997,248,6
998,248,4
999,248,8
1000,249,4
1001,249,6
1002,249,2
1003,249,9
1004,250,9
1005,250,6
1006,250,1
1007,250,4
1008,251,4
1009,251,2
1010,251,8
1011,251,1
1012,252,4
1013,252,1
1014,252,9
1015,252,7
1016,252,3
1017,253,3
1018,253,4
1019,253,2
1020,254,4
1021,254,10
1022,254,9
1023,254,3
1024,254,2
1025,255,1
1026,255,5
1027,255,3
1028,255,2
1029,255,9
1030,256,3
1031,256,2
1032,256,1
1033,256,9
1034,257,6
1035,257,4
1036,257,10
1037,258,3
1038,258,5
1039,258,1
1040,259,7
1041,259,9
1042,259,2
1043,260,2
1044,260,8
1045,260,9
1046,260,7
1047,260,3
1048,261,10
1049,261,2
1050,261,8
1051,261,5
1052,261,9
1053,262,1
1054,262,9
1055,262,5
1056,262,4
1057,262,6
1058,263,1
1059,263,8
1060,263,7
1061,264,2
1062,264,8
1063,264,9
1064,264,1
1065,265,6
1066,265,3
1067,265,2
1068,266,5
1069,266,9
1070,266,6
1071,267,10
1072,267,9
1073,267,5
1074,267,4
1075,268,10
1076,268,7
1077,268,2
1078,268,9
1079,268,6
1080,269,9
1081,269,4
1082,269,7
1083,270,4
1084,270,7
1085,270,6
1086,270,9
1087,271,7
1088,271,10
1089,271,2
1090,271,3
1091,272,6
1092,272,5
1093,272,10
1094,272,2
1095,273,8
1096,273,2
1097,273,9
1098,273,7
1099,273,1
1100,274,7
1101,274,2
1102,274,6
1103,275,9
1104,275,1
1105,275,6
1106,276,2
1107,276,7
1108,276,6
1109,276,9
1110,276,8
1111,277,1
1112,277,5
1113,277,9
1114,277,3
1115,278,10
1116,278,9
1117,278,4
1118,279,8
1119,279,4
1120,279,2
1121,280,9
1122,280,6
1123,280,2
1124,280,7
1125,281,10
1126,281,4
1127,281,7
1128,281,8
1129,282,10
1130,282,9
1131,282,1
1132,282,5
1133,282,6
1134,283,5
1135,283,1
1136,283,3
1137,283,8
1138,283,6
1139,284,6
1140,284,10
1141,284,1
1142,284,2
1143,285,10
1144,285,7
1145,285,2
1146,286,1
1147,286,2
1148,286,4
1149,287,7
1150,287,8
1151,287,6
1152,287,2
1153,288,5
1154,288,6
1155,288,2
1156,288,1
1157,289,3
1158,289,1
1159,289,2
1160,290,8
1161,290,7
1162,290,10
1163,290,5
1164,291,7
1165,291,5
1166,291,4
1167,291,10
1168,292,2
1169,292,6
1170,292,7
1171,292,1
1172,292,3
1173,293,10
1174,293,8
1175,293,5
1176,293,1
1177,293,2
1178,294,10
1179,294,1
1180,294,9
1181,294,2
1182,295,4
1183,295,3
1184,295,5
1185,295,9
1186,296,2
1187,296,1
1188,296,8
1189,296,6
1190,297,3
1191,297,10
1192,297,7
1193,297,5
1194,298,4
1195,298,9
1196,298,6
1197,298,1
1198,298,10
1199,299,1
1200,299,7
1201,299,10
1202,299,4
1203,299,8
1204,300,10
1205,300,7
1206,300,9
1207,300,6
1208,301,7
1209,301,5
1210,301,2
1211,301,4
1212,301,1
1213,302,3
1214,302,8
1215,302,6
1216,302,1
1217,303,2
1218,303,4
1219,303,7
1220,303,5
1221,304,9
1222,304,2
1223,304,7
1224,304,8
1225,305,6
1226,305,4
1227,305,10
1228,305,7
1229,306,2
1230,306,9
1231,306,10
1232,307,9
1233,307,4
1234,307,6
1235,307,3
1236,307,8
1237,308,3
1238,308,4
1239,308,2
1240,308,8
1241,308,10
1242,309,3
1243,309,10
1244,309,2
1245,310,8
1246,310,10
1247,310,9
1248,311,10
1249,311,6
1250,311,9
1251,311,2
1252,311,4
1253,312,8
1254,312,10
1255,312,5
1256,313,10
1257,313,1
1258,313,6
1259,313,5
1260,314,5
1261,314,8
1262,314,9
1263,315,1
1264,315,6
1265,315,5
1266,316,2
1267,316,9
1268,316,7
1269,317,10
1270,317,9
1271,317,1
1272,317,4
1273,318,4
1274,318,6
1275,318,8
1276,318,5
1277,318,2
1278,319,8
1279,319,2
1280,319,6
1281,320,2
1282,320,9
1283,320,3
1284,320,1
1285,320,10
1286,321,8
1287,321,10
1288,321,3
1289,321,9
1290,321,7
1291,322,7
1292,322,10
1293,322,6
1294,322,8
1295,323,1
1296,323,6
1297,323,2
1298,323,3
1299,323,10
1300,324,7
1301,324,5
1302,324,9
1303,324,6
1304,324,10
1305,325,3
1306,325,6
1307,325,2
1308,325,5
1309,325,9
1310,326,6
1311,326,5
1312,326,7
1313,327,10
1314,327,2
1315,327,5
1316,328,7
1317,328,6
1318,328,3
1319,328,9
1320,328,10
1321,329,9
1322,329,2
1323,329,7
1324,329,5
1325,329,3
1326,330,6
1327,330,5
1328,330,3
1329,331,6
1330,331,8
1331,331,4
1332,332,3
1333,332,10
1334,332,2
1335,333,2
1336,333,9
1337,333,1
1338,333,6
1339,334,10
1340,334,3
1341,334,7
1342,334,2
1343,335,3
1344,335,10
1345,335,8
1346,336,7
1347,336,6
1348,336,4
1349,337,10
1350,337,5
1351,337,8
1352,337,2
1353,338,4
1354,338,5
1355,338,8
1356,338,7
1357,338,2
1358,339,10
1359,339,8
1360,339,9
1361,339,7
1362,340,7
1363,340,9
1364,340,10
1365,340,2
1366,341,10
1367,341,3
1368,341,5
1369,342,8
1370,342,6
1371,342,2
1372,343,9
1373,343,2
1374,343,5
1375,343,1
1376,343,10
1377,344,8
1378,344,9
1379,344,3
1380,344,7
1381,345,2
1382,345,4
1383,345,8
1384,345,3
1385,346,7
1386,346,1
1387,346,10
1388,347,6
1389,347,4
1390,347,7
1391,347,1
1392,347,3
1393,348,1
1394,348,6
1395,348,2
1396,349,6
1397,349,3
1398,349,9
1399,349,1
1400,349,8
1401,350,3
1402,350,8
1403,350,9
1404,350,5
1405,351,2
1406,351,1
1407,351,5
1408,352,3
1409,352,9
1410,352,7
1411,353,5
1412,353,4
1413,353,10
1414,354,1
1415,354,4
1416,354,7
1417,355,10
1418,355,8
1419,355,2
1420,355,1
1421,355,4
1422,356,9
1423,356,1
1424,356,4
1425,356,6
1426,356,2
1427,357,7
1428,357,1
1429,357,6
1430,357,2
1431,358,7
1432,358,3
1433,358,2
1434,358,5
1435,358,9
1436,359,9
1437,359,10
1438,359,1
1439,360,8
1440,360,1
1441,360,7
1442,360,3
1443,361,1
1444,361,6
1445,361,2
1446,361,3
1447,362,2
1448,362,6
1449,362,3
1450,363,6
1451,363,9
1452,363,10
1453,364,3
1454,364,8
1455,364,9
1456,364,6
1457,364,2
1458,365,2
1459,365,8
1460,365,1
1461,366,4
1462,366,1
1463,366,10
1464,366,9
1465,367,5
1466,367,9
1467,367,7
1468,367,8
1469,368,8
1470,368,5
1471,368,1
1472,368,7
1473,368,6
1474,369,5
1475,369,6
1476,369,1
1477,370,6
1478,370,5
1479,370,2
1480,370,7
1481,370,3
1482,371,7
1483,371,8
1484,371,10
1485,371,3
1486,372,8
1487,372,10
1488,372,6
1489,373,5
1490,373,2
1491,373,7
1492,373,1
1493,373,4
1494,374,3
1495,374,9
1496,374,5
1497,374,10
1498,374,1
1499,375,6
1500,375,5
1501,375,9
1502,376,10
1503,376,7
1504,376,3
1505,376,6
1506,377,6
1507,377,8
1508,377,1
1509,377,10
1510,378,10
1511,378,7
1512,378,5
1513,378,6
1514,379,2
1515,379,7
1516,379,6
1517,380,3
1518,380,1
1519,380,10
1520,380,7
1521,380,5
1522,381,8
1523,381,1
1524,381,3
1525,381,9
1526,381,2
1527,382,6
1528,382,10
1529,382,7
1530,382,5
1531,382,1
1532,383,3
1533,383,8
1534,383,6
1535,383,10
1536,383,4
1537,384,10
1538,384,3
1539,384,6
1540,385,6
1541,385,5
1542,385,4
1543,385,1
1544,386,3
1545,386,8
1546,386,7
1547,387,2
1548,387,5
1549,387,9
1550,387,6
1551,387,4
1552,388,10
1553,388,5
1554,388,8
1555,389,2
1556,389,3
1557,389,10
1558,390,3
1559,390,8
1560,390,2
1561,390,7
1562,391,6
1563,391,10
1564,391,2
1565,391,5
1566,391,7
1567,392,5
1568,392,3
1569,392,9
1570,392,7
1571,393,9
1572,393,4
1573,393,2
1574,393,8
1575,394,4
1576,394,8
1577,394,1
1578,395,9
1579,395,6
1580,395,8
1581,395,7
1582,396,3
1583,396,2
1584,396,9
1585,396,10
1586,396,4
1587,397,8
1588,397,9
1589,397,7
1590,397,10
1591,397,4
1592,398,2
1593,398,3
1594,398,6
1595,398,8
1596,398,1
1597,399,8
1598,399,9
1599,399,6
1600,399,2
1601,400,10
1602,400,3
1603,400,9
1604,400,4
1605,400,5
1606,401,2
1607,401,9
1608,401,3
1609,402,3
1610,402,10
1611,402,6
1612,402,8
1613,403,6
1614,403,9
1615,403,5
1616,404,5
1617,404,4
1618,404,10
1619,405,5
1620,405,9
1621,405,2
1622,406,3
1623,406,10
1624,406,9
1625,406,6
1626,406,5
1627,407,10
1628,407,6
1629,407,1
1630,407,7
1631,407,8
1632,408,1
1633,408,5
1634,408,4
1635,409,7
1636,409,1
1637,409,8
1638,409,6
1639,409,5
1640,410,5
1641,410,8
1642,410,4
1643,410,7
1644,411,7
1645,411,5
1646,411,8
1647,411,1
1648,411,6
1649,412,3
1650,412,8
1651,412,7
1652,413,8
1653,413,4
1654,413,6
1655,413,5
1656,414,6
1657,414,10
1658,414,9
1659,415,3
1660,415,6
1661,415,2
1662,415,10
1663,416,8
1664,416,2
1665,416,5
1666,417,4
1667,417,3
1668,417,2
1669,417,1
1670,418,7
1671,418,10
1672,418,4
1673,418,9
1674,419,6
1675,419,10
1676,419,4
1677,420,8
1678,420,9
1679,420,10
1680,421,5
1681,421,8
1682,421,1
1683,421,9
1684,422,9
1685,422,8
1686,422,4
1687,422,2
1688,423,6
1689,423,1
1690,423,9
1691,423,3
1692,423,4
1693,424,8
1694,424,5
1695,424,1
1696,424,7
1697,424,10
1698,425,3
1699,425,5
1700,425,6
1701,425,7
1702,426,6
1703,426,1
1704,426,7
1705,426,9
1706,427,9
1707,427,4
1708,427,6
1709,427,5
1710,427,3
1711,428,7
1712,428,9
1713,428,8
1714,429,5
1715,429,2
1716,429,3
1717,429,1
1718,429,4
1719,430,6
1720,430,9
1721,430,10
1722,430,7
1723,431,4
1724,431,9
1725,431,7
1726,432,1
1727,432,10
1728,432,9
1729,432,2
1730,432,6
1731,433,8
1732,433,9
1733,433,10
1734,433,2
1735,434,9
1736,434,3
1737,434,6
1738,434,5
1739,434,10
1740,435,7
1741,435,5
1742,435,6
1743,436,9
1744,436,10
1745,436,8
1746,436,6
1747,436,5
1748,437,8
1749,437,1
1750,437,6
1751,437,3
1752,438,2
1753,438,7
1754,438,5
1755,438,9
1756,438,6
1757,439,1
1758,439,8
1759,439,5
1760,439,6
1761,439,9
1762,440,4
1763,440,1
1764,440,8
1765,440,2
1766,440,5
1767,441,10
1768,441,7
1769,441,3
1770,441,9
1771,441,6
1772,442,1
1773,442,2
1774,442,4
1775,443,8
1776,443,6
1777,443,7
1778,444,7
1779,444,4
1780,444,10
1781,445,10
1782,445,8
1783,445,1
1784,445,6
1785,445,2
1786,446,4
1787,446,9
1788,446,6
1789,446,8
1790,446,10
1791,447,7
1792,447,6
1793,447,3
1794,447,4
1795,447,5
1796,448,9
1797,448,6
1798,448,5
1799,448,8
1800,449,4
1801,449,10
1802,449,5
1803,449,8
1804,450,4
1805,450,5
1806,450,9
1807,450,6
1808,451,8
1809,451,6
1810,451,10
1811,452,9
1812,452,5
1813,452,10
1814,452,1
1815,453,9
1816,453,7
1817,453,10
1818,453,8
1819,453,3
1820,454,5
1821,454,1
1822,454,10
1823,455,2
1824,455,6
1825,455,8
1826,455,9
1827,455,3
1828,456,8
1829,456,4
1830,456,9
1831,456,7
1832,456,5
1833,457,9
1834,457,5
1835,457,3
1836,457,1
1837,458,10
1838,458,4
1839,458,9
1840,458,1
1841,458,6
1842,459,4
1843,459,10
1844,459,1
1845,459,8
1846,459,9
1847,460,8
1848,460,2
1849,460,3
1850,460,1
1851,461,3
1852,461,7
1853,461,8
1854,461,4
1855,461,6
1856,462,5
1857,462,6
1858,462,10
1859,463,1
1860,463,2
1861,463,4
1862,463,5
1863,463,6
1864,464,1
1865,464,3
1866,464,7
1867,464,8
1868,464,2
1869,465,7
1870,465,8
1871,465,3
1872,466,5
1873,466,1
1874,466,9
1875,466,3
1876,466,10
1877,467,2
1878,467,6
1879,467,5
1880,467,4
1881,467,9
1882,468,9
1883,468,8
1884,468,3
1885,468,7
1886,468,5
1887,469,5
1888,469,4
1889,469,2
1890,469,3
1891,470,8
1892,470,5
1893,470,3
1894,471,6
1895,471,5
1896,471,4
1897,472,10
1898,472,7
1899,472,9
1900,473,6
1901,473,2
1902,473,7
1903,473,10
1904,473,1
1905,474,3
1906,474,8
1907,474,6
1908,475,1
1909,475,5
1910,475,7
1911,476,8
1912,476,5
1913,476,6
1914,477,10
1915,477,1
1916,477,5
1917,477,6
1918,478,4
1919,478,1
1920,478,2
1921,478,10
1922,479,3
1923,479,7
1924,479,5
1925,479,6
1926,480,5
1927,480,6
1928,480,4
1929,481,3
1930,481,8
1931,481,10
1932,482,10
1933,482,6
1934,482,7
1935,482,9
1936,483,8
1937,483,9
1938,483,4
1939,483,7
1940,483,2
1941,484,10
1942,484,2
1943,484,8
1944,484,5
1945,484,6
1946,485,2
1947,485,10
1948,485,1
1949,485,7
1950,486,9
1951,486,4
1952,486,3
1953,486,2
1954,486,8
1955,487,8
1956,487,2
1957,487,4
1958,487,6
1959,487,5
1960,488,2
1961,488,9
1962,488,8
1963,488,7
1964,489,8
1965,489,3
1966,489,7
1967,490,10
1968,490,1
1969,490,8
1970,490,6
1971,491,1
1972,491,7
1973,491,5
1974,491,9
1975,492,4
1976,492,2
1977,492,1
1978,493,6
1979,493,2
1980,493,1
1981,493,8
1982,494,1
1983,494,5
1984,494,7
1985,494,2
1986,495,7
1987,495,6
1988,495,10
1989,496,7
1990,496,10
1991,496,2
1992,496,6
1993,497,9
1994,497,3
1995,497,6
1996,497,1
1997,497,2
1998,498,7
1999,498,9
2000,498,3
2001,498,6
2002,498,2
2003,499,1
2004,499,5
2005,499,8
2006,500,9
2007,500,7
2008,500,10
2009,500,8
2010,500,2
2011,501,8
2012,501,6
2013,501,3
2014,502,4
2015,502,2
2016,502,1
2017,502,7
2018,503,7
2019,503,1
2020,503,4
2021,503,2
2022,503,9
2023,504,10
2024,504,1
2025,504,8
2026,505,1
2027,505,4
2028,505,10
2029,505,9
2030,505,7
2031,506,9
2032,506,4
2033,506,1
2034,507,9
2035,507,5
2036,507,4
2037,508,10
2038,508,6
2039,508,9
2040,508,2
2041,508,3
2042,509,9
2043,509,4
2044,509,7
2045,510,5
2046,510,1
2047,510,3
2048,510,6
2049,511,7
2050,511,9
2051,511,8
2052,511,1
2053,511,3
2054,512,7
2055,512,9
2056,512,6
2057,512,8
2058,512,4
2059,513,3
2060,513,5
2061,513,7
2062,513,2
2063,514,8
2064,514,4
2065,514,9
2066,514,3
2067,514,6
2068,515,8
2069,515,1
2070,515,7
2071,516,9
2072,516,10
2073,516,3
2074,516,4
2075,517,5
2076,517,4
2077,517,6
2078,518,2
2079,518,8
2080,518,6
2081,518,1
2082,518,5
2083,519,4
2084,519,1
2085,519,5
2086,519,10
2087,519,6
2088,520,10
2089,520,1
2090,520,2
2091,520,8
2092,520,5
2093,521,9
2094,521,4
2095,521,8
2096,521,2
2097,521,3
2098,522,1
2099,522,4
2100,522,9
2101,522,6
2102,523,8
2103,523,4
2104,523,9
2105,524,4
2106,524,9
2107,524,6
2108,524,7
2109,525,7
2110,525,8
2111,525,6
2112,525,3
2113,526,6
2114,526,9
2115,526,8
2116,526,4
2117,527,8
2118,527,6
2119,527,4
2120,528,6
2121,528,7
2122,528,1
2123,528,5
2124,529,3
2125,529,1
2126,529,5
2127,530,10
2128,530,7
2129,530,5
2130,530,2
2131,530,9
2132,531,4
2133,531,7
2134,531,10
2135,531,8
2136,532,6
